-1.264635822735726833e-03,6.157474219799041748e-02,-3.333849459886550903e-02,2.490778639912605286e-02,-1.960984431207180023e-02,5.063388496637344360e-03,-9.983113966882228851e-03,3.228474408388137817e-03,4.538482520729303360e-03,4.203773569315671921e-03,1.111772842705249786e-03,-5.010642576962709427e-03,4.438997711986303329e-03,-1.498160045593976974e-02,6.126247346401214600e-03,-7.349084597080945969e-03,1.255844719707965851e-02,-2.453995682299137115e-02,3.626032173633575439e-02,-5.574340000748634338e-02
-5.974497646093368530e-02,-2.183702774345874786e-03,5.246159806847572327e-02,-3.945134580135345459e-02,2.928431890904903412e-02,-1.835305057466030121e-02,1.865652017295360565e-02,-1.999343046918511391e-03,5.225684028118848801e-03,-3.108992008492350578e-03,5.604488309472799301e-03,5.632302723824977875e-03,-4.074722528457641602e-03,5.462370812892913818e-03,2.892875578254461288e-03,6.430104840546846390e-03,-1.083920802921056747e-02,1.619270443916320801e-02,-2.127161063253879547e-02,4.005097970366477966e-02
3.508841991424560547e-02,-5.815080553293228149e-02,-1.239322242327034473e-03,5.456258356571197510e-02,-3.057700209319591522e-02,1.815273240208625793e-02,-2.274776436388492584e-02,8.807964622974395752e-03,-6.082735024392604828e-03,9.328957647085189819e-03,-8.470878005027770996e-03,-3.893521381542086601e-03,-5.961682181805372238e-03,9.301882237195968628e-04,2.742722164839506149e-03,-8.810210973024368286e-03,1.327375695109367371e-02,-1.445975061506032944e-02,2.036994881927967072e-02,-1.386935450136661530e-02
-1.852076128125190735e-02,3.081039339303970337e-02,-5.266202613711357117e-02,5.923923570662736893e-03,5.611374601721763611e-02,-3.979586809873580933e-02,2.357550337910652161e-02,-1.955122873187065125e-02,1.537241693586111069e-02,-6.687195505946874619e-03,3.709870856255292892e-03,2.435178495943546295e-03,1.470965682528913021e-03,2.622170140966773033e-03,-1.640545669943094254e-03,1.835616491734981537e-02,-8.175621740520000458e-03,7.331319618970155716e-03,-1.598992943763732910e-02,1.189705077558755875e-02
1.994228735566139221e-02,-1.959194615483283997e-02,3.650577738881111145e-02,-4.865640029311180115e-02,-2.436800161376595497e-03,4.936865344643592834e-02,-3.242998570203781128e-02,1.513343397527933121e-02,-1.453210040926933289e-02,1.395411230623722076e-02,-1.013365387916564941e-02,3.640676615759730339e-03,-6.758525501936674118e-03,7.905897800810635090e-04,-8.979275589808821678e-04,-5.826091859489679337e-03,4.956485237926244736e-03,-6.146457977592945099e-03,2.254729915875941515e-04,-7.333378773182630539e-03
-5.535185337066650391e-03,9.508564136922359467e-03,-2.624145708978176117e-02,3.229719400405883789e-02,-5.261806026101112366e-02,1.453432603739202023e-03,5.130854621529579163e-02,-3.001745417714118958e-02,2.670838125050067902e-02,-1.772896572947502136e-02,9.968639351427555084e-03,-6.731452420353889465e-03,-3.918492584489285946e-04,-9.544363245368003845e-03,1.923808711580932140e-03,-1.128701143898069859e-03,-7.524913176894187927e-03,1.067726593464612961e-02,-5.886386148631572723e-03,6.589797325432300568e-03
8.058608509600162506e-03,-6.563733331859111786e-03,1.435225363820791245e-02,-1.905814744532108307e-02,3.305458649992942810e-02,-5.210644006729125977e-02,-6.775063811801373959e-04,5.354984477162361145e-02,-3.288678824901580811e-02,1.841904595494270325e-02,-2.007036656141281128e-02,1.322754006832838058e-02,-1.217496697790920734e-03,1.017681881785392761e-02,-4.569773562252521515e-03,-2.777743429760448635e-05,-2.670916495844721794e-03,-1.028841175138950348e-02,6.793626584112644196e-03,-3.097515553236007690e-03
-4.622748121619224548e-03,1.383710559457540512e-02,-1.078453287482261658e-02,1.674613542854785919e-02,-2.884374000132083893e-02,3.022098168730735779e-02,-5.119853466749191284e-02,-4.115711897611618042e-03,5.867164209485054016e-02,-3.367219865322113037e-02,2.193348668515682220e-02,-1.681544445455074310e-02,1.015396229922771454e-02,-4.369905684143304825e-03,9.738825261592864990e-03,-1.619979506358504295e-03,8.325978182256221771e-03,-2.094549359753727913e-03,-7.756731356494128704e-04,1.296167448163032532e-02
-5.109849735163152218e-04,-3.650723258033394814e-03,7.494186982512474060e-03,-1.210723258554935455e-02,1.495268754661083221e-02,-1.819094642996788025e-02,3.397848829627037048e-02,-5.717344582080841064e-02,-8.089113049209117889e-03,4.952361807227134705e-02,-3.672163188457489014e-02,2.964560128748416901e-02,-1.800279878079891205e-02,1.521801855415105820e-02,-1.946439966559410095e-03,7.081871852278709412e-03,-1.167149562388658524e-02,9.167334064841270447e-03,4.478205461055040359e-03,-6.486654281616210938e-03
-4.556286148726940155e-03,4.125366918742656708e-03,-4.167639184743165970e-03,1.362219359725713730e-02,-1.189432572573423386e-02,7.348919752985239029e-03,-1.830072142183780670e-02,3.379247337579727173e-02,-5.534540861845016479e-02,3.191330935806035995e-03,5.284888669848442078e-02,-3.720992058515548706e-02,2.247598953545093536e-02,-9.101864881813526154e-03,1.776073127985000610e-02,-1.059176493436098099e-02,7.277686148881912231e-03,-9.073446504771709442e-03,4.065235145390033722e-03,-8.695649448782205582e-04
3.098656656220555305e-03,-1.345235155895352364e-03,5.270004738122224808e-03,-1.023653056472539902e-02,5.721466615796089172e-03,-1.001495867967605591e-02,1.314188446849584579e-02,-2.683922089636325836e-02,2.864237874746322632e-02,-5.952114239335060120e-02,-1.172219519503414631e-03,5.446934700012207031e-02,-3.534787520766258240e-02,1.904920861124992371e-02,-1.935524493455886841e-02,1.403793320059776306e-02,-5.463804118335247040e-03,6.698076613247394562e-03,-5.636597983539104462e-03,2.297382336109876633e-03
4.085694439709186554e-03,7.620611577294766903e-04,-3.754456702154129744e-04,6.554003804922103882e-03,-6.980149075388908386e-03,9.935741312801837921e-03,-3.091660095378756523e-03,1.550641003996133804e-02,-1.992223784327507019e-02,3.368344530463218689e-02,-5.153596028685569763e-02,2.690827008336782455e-03,5.782812833786010742e-02,-3.187499195337295532e-02,2.390198223292827606e-02,-1.419967506080865860e-02,5.396830849349498749e-03,-7.285066414624452591e-03,5.769897252321243286e-03,-1.066213124431669712e-03
-1.285147015005350113e-02,-2.118702104780822992e-04,2.092651557177305222e-03,-3.415001323446631432e-03,-3.249661531299352646e-03,-7.585401181131601334e-03,-2.806787146255373955e-03,-5.497086327522993088e-03,1.395061425864696503e-02,-2.341176941990852356e-02,3.173668310046195984e-02,-5.372490361332893372e-02,-3.978242166340351105e-03,5.310718715190887451e-02,-3.193261846899986267e-02,1.944396644830703735e-02,-1.608797162771224976e-02,1.717164646834135056e-03,-6.771189160645008087e-03,4.724907688796520233e-03
1.439581904560327530e-02,-5.019482225179672241e-03,-1.690001226961612701e-03,6.126093212515115738e-03,-7.070613792166113853e-04,2.195531502366065979e-03,-8.331162855029106140e-03,6.446632090955972672e-03,-1.421297714114189148e-02,1.410778518766164780e-02,-2.381844259798526764e-02,3.429126739501953125e-02,-5.481590330600738525e-02,-4.707762273028492928e-04,5.144862830638885498e-02,-2.630243077874183655e-02,2.400778792798519135e-02,-1.691320724785327911e-02,1.192797720432281494e-02,-8.407499641180038452e-03
-9.312327019870281219e-03,1.663435250520706177e-02,-8.514499291777610779e-03,-4.087415058165788651e-03,-1.846471568569540977e-03,-2.058279933407902718e-03,1.711440621875226498e-03,-3.625022945925593376e-03,1.900574937462806702e-02,-4.088892135769128799e-03,1.893405802547931671e-02,-1.864479295909404755e-02,3.694910556077957153e-02,-5.646450072526931763e-02,4.229668062180280685e-03,6.213169544935226440e-02,-3.154303133487701416e-02,2.351201698184013367e-02,-1.379472762346267700e-02,6.085651926696300507e-03
9.445715695619583130e-03,-1.080606598407030106e-02,-1.436677062883973122e-03,-3.916358109563589096e-03,-2.397362142801284790e-03,-1.771687821019440889e-04,5.088018369860947132e-04,-4.383280407637357712e-03,-1.301479153335094452e-02,3.734810743480920792e-03,-1.319976150989532471e-02,1.582006178796291351e-02,-3.115501999855041504e-02,2.421501465141773224e-02,-5.189587548375129700e-02,-6.107843364588916302e-04,5.575319379568099976e-02,-2.879465371370315552e-02,2.257148735225200653e-02,-2.210387028753757477e-02
-1.486461702734231949e-02,1.098524406552314758e-02,-1.295226905494928360e-02,1.262577902525663376e-02,-2.600535517558455467e-03,1.316395238973200321e-03,7.588018197566270828e-03,4.285463131964206696e-03,7.444275543093681335e-03,-3.650617320090532303e-03,1.482580974698066711e-02,-7.042169105261564255e-03,2.200946956872940063e-02,-1.862670667469501495e-02,2.945758774876594543e-02,-5.278542637825012207e-02,-1.988708274438977242e-03,5.382746085524559021e-02,-3.273382410407066345e-02,2.181890793144702911e-02
2.331563271582126617e-02,-1.216936111450195312e-02,8.461928926408290863e-03,-1.086549833416938782e-02,7.157737854868173599e-04,-6.414445117115974426e-03,8.256113505922257900e-04,3.155906451866030693e-03,1.998169813305139542e-03,5.353447049856185913e-03,-1.063686888664960861e-02,7.843668572604656219e-03,-1.320975553244352341e-02,2.171728760004043579e-02,-2.562134526669979095e-02,3.272238373756408691e-02,-5.091455578804016113e-02,-2.918353769928216934e-03,5.600567907094955444e-02,-3.768587484955787659e-02
-2.792285382747650146e-02,2.218749932944774628e-02,-1.325548253953456879e-02,1.727797091007232666e-02,-8.742955513298511505e-03,7.702578324824571609e-03,-1.707131625153124332e-03,5.688884761184453964e-03,3.778939601033926010e-03,3.604134835768491030e-04,8.132461458444595337e-03,-1.101935282349586487e-02,9.474739432334899902e-03,-1.421918440610170364e-02,1.580481603741645813e-02,-2.343659102916717529e-02,3.542951494455337524e-02,-5.570176243782043457e-02,-2.776450477540493011e-03,5.513693019747734070e-02
5.539575591683387756e-02,-3.168439865112304688e-02,2.219109795987606049e-02,-2.140036225318908691e-02,8.826363831758499146e-03,-4.187889397144317627e-03,5.740645807236433029e-03,-3.672164864838123322e-03,-3.912443760782480240e-03,-3.898330964148044586e-03,-3.899650182574987411e-03,3.926234319806098938e-03,-6.978434044867753983e-03,1.343374978750944138e-02,-9.416427463293075562e-03,1.346177235245704651e-02,-2.339004725217819214e-02,2.622495405375957489e-02,-5.368085578083992004e-02,-4.002454690635204315e-03
